date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MzWarMarszal,PdBialWaszyn,PmGdaLeczk08,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczAndr01
161021,00:00,20.7952,18.0,27.276,,42.0,11.6253,33.6517,22.7944,29.69,18.9013
161021,08:00,21.0288,31.0,45.7539,,48.0,17.6489,28.676,33.9438,28.73,16.8145
161021,16:00,29.7362,,44.785,25.1036,53.0,30.755,37.0711,34.4307,11.5904,18.3652
161022,00:00,38.6782,,56.8329,19.988,46.0,6.23389,51.8419,17.0629,28.63,25.6344
161022,08:00,34.7184,,32.9766,17.4824,41.0,7.52556,33.7043,14.4474,,23.2164
161022,16:00,14.4949,,25.8055,20.8232,11.0,9.21806,12.1553,10.2204,,14.1786
161023,00:00,49.8606,,64.1857,42.1208,13.0,10.8739,67.4933,13.2897,53.32,24.064
161023,08:00,37.0632,,51.6537,25.9388,24.0,13.0075,19.1048,21.4579,54.83,16.9514
161023,16:00,22.2443,,15.0461,33.8732,21.0,23.2942,11.5257,35.3743,31.4972,23.3504
161024,00:00,33.4197,,40.5658,20.4056,21.0,8.73889,27.5273,15.1272,46.61,44.697
161024,08:00,44.8045,,32.8297,28.0268,37.0,9.71417,26.0696,15.0761,37.69,40.1643
161024,16:00,24.7507,36.0,26.9392,29.2796,30.0,14.2297,32.8794,23.1123,31.5641,39.6479
161025,00:00,39.3963,39.0,76.6821,31.6808,19.0,13.2106,46.3711,20.8298,55.35,46.6067
161025,08:00,37.2237,42.0,54.9982,28.9664,18.0,7.56111,40.4463,14.4231,40.13,35.4832
161025,16:00,17.2508,30.0,44.2549,31.994,16.0,9.15917,28.7027,6.83651,21.4538,25.893
161026,00:00,30.0812,31.0,24.9187,26.252,13.0,3.00972,25.5226,11.4515,49.43,14.5811
161026,08:00,32.3642,23.0,37.5436,19.8836,2.0,11.3839,24.3789,8.87961,22.29,17.7745
161026,16:00,11.0049,13.0,23.9345,14.3504,9.0,6.57833,12.9949,5.09241,20.91,13.3422
161027,00:00,29.1724,20.0,,23.2244,12.0,11.7544,34.1492,27.0649,36.343,17.7635
161027,08:00,33.2904,35.0,34.6078,31.994,21.0,12.7161,28.4366,20.5026,45.92,27.9598
161027,16:00,23.0153,35.0,31.4704,19.0484,,12.7169,28.3717,14.0203,33.94,37.8881
161028,00:00,39.6254,36.0,119.25,34.9172,,6.53528,62.3256,25.2223,55.4537,32.772
161028,08:00,35.3352,54.0,83.0875,37.9448,,6.06167,73.8648,31.9546,61.71,24.0255
161028,16:00,15.3628,37.0,25.5446,35.648,29.0,4.97194,32.9381,14.0336,28.33,10.0649
161029,00:00,8.52937,10.0,26.6097,6.938,7.0,1.77167,22.9391,8.95938,15.6077,8.61715
161029,08:00,7.97644,7.0,7.90398,8.7128,5.0,6.86833,10.4513,7.11954,7.78,6.0949
161029,16:00,6.03982,14.0,6.36048,5.7896,4.0,2.79861,10.3019,5.80304,4.85,8.0995
161030,00:00,10.4479,11.0,3.49162,13.202,5.0,2.99167,13.3503,8.55768,11.0548,16.8834
161030,08:00,9.88091,8.0,9.62813,11.3228,4.0,7.74139,12.7111,4.29918,11.1,4.9328
161030,16:00,8.18126,12.0,9.68937,6.2072,0.0,3.53917,16.0307,2.63806,10.53,3.47789
161031,00:00,12.2971,10.0,16.0998,7.6688,9.0,4.72278,21.6365,7.00079,12.248,12.2338
161031,08:00,14.6521,16.0,10.7876,7.2512,6.0,10.1642,12.6272,6.3673,20.68,11.709
161031,16:00,18.3527,25.0,18.1882,10.6964,16.0,9.50861,19.2348,10.1206,10.58,11.3835
161101,00:00,13.496,25.0,43.1147,11.4272,8.0,10.4217,26.1002,6.29935,20.981,12.2409
161101,08:00,10.7698,39.0,32.3377,10.592,15.0,1.58139,15.1874,6.4398,15.03,4.72986
161101,16:00,16.9297,33.0,18.3361,21.1364,6.0,6.81722,23.0473,14.2596,7.71,15.0401
161102,00:00,14.4037,12.0,38.1738,19.6748,8.0,2.25972,17.01,4.81541,15.9378,1.0
161102,08:00,4.89444,4.0,11.7848,13.0976,11.0,1.22389,,4.52508,5.79,5.4952
161102,16:00,6.99463,8.0,14.43,9.6524,6.0,3.10028,7.20205,5.92113,2.32,5.76778
161103,00:00,7.24078,4.0,12.3791,9.026,5.0,5.48389,12.9646,2.90699,7.7215,11.777
161103,08:00,6.47526,7.0,11.8351,7.3556,6.0,6.06778,9.06445,3.2475,4.69,7.03412
161103,16:00,7.68224,20.0,8.97516,8.504,6.0,5.38583,10.7484,5.91465,5.51,5.62172
161104,00:00,26.7721,14.0,55.8865,15.0812,11.0,7.34694,50.1571,6.91969,15.5225,7.70875
161104,08:00,20.3837,27.0,37.3662,18.944,17.0,6.67639,28.5586,10.7843,24.31,15.9049
161104,16:00,20.4859,26.0,29.9654,19.3616,30.0,15.1133,11.9936,13.3783,23.22,17.8745
161105,00:00,39.8434,45.0,58.9606,38.9888,29.0,14.3403,41.3471,20.1163,25.6632,19.7952
161105,08:00,24.9179,32.0,34.1197,31.6808,32.0,12.7225,39.7574,35.4099,31.51,19.8292
161105,16:00,41.6253,37.0,45.8965,30.7412,25.0,20.0875,25.8305,24.6286,25.56,29.7299
161106,00:00,33.6133,33.0,36.4756,28.5488,21.0,11.7578,30.965,21.5047,37.9402,18.1978
161106,08:00,23.8561,32.0,46.8813,35.0216,24.0,14.1014,16.1664,23.1762,37.52,15.7611
161106,16:00,24.905,36.0,32.8503,26.1476,37.0,5.1325,22.7302,14.6087,27.47,17.9969
161107,00:00,23.2145,29.0,31.4545,25.8344,54.0,7.47972,18.1904,33.2361,58.6418,23.7183
161107,08:00,22.7509,31.0,20.9056,32.3072,35.0,4.65139,23.7817,19.7409,48.46,10.3539
161107,16:00,14.5909,33.0,39.4674,31.7852,27.0,11.7753,17.2331,7.25458,15.83,14.8123
161108,00:00,16.4957,22.0,40.8091,24.0596,18.0,8.90167,33.0833,4.43802,18.0022,14.3996
161108,08:00,16.9478,34.0,44.7697,28.0268,12.0,10.3125,33.2974,6.85322,26.76,18.0113
161108,16:00,25.4209,28.0,32.5837,23.12,33.0,9.37194,17.0163,8.94872,29.64,12.9606
161109,00:00,143.73,41.0,62.2267,66.6548,95.0,16.6267,76.2169,37.5143,48.4414,7.79717
161109,08:00,51.9613,43.0,81.204,34.1864,,16.5531,74.9298,31.8037,46.02,6.0661
161109,16:00,24.1907,52.0,103.295,21.032,0.0,21.4556,90.9347,23.1554,14.82,9.78366
161110,00:00,43.7327,28.0,67.9074,20.4056,15.0,27.4814,135.001,14.8792,71.8048,28.7091
161110,08:00,80.8286,52.0,82.5597,33.9776,,11.0314,56.1041,18.0643,110.81,33.2468
161110,16:00,67.0878,61.0,35.9574,38.78,,11.3403,37.6279,33.4618,69.24,28.7514
161111,00:00,67.3159,52.0,12.5249,39.6152,,23.0167,10.8974,31.2411,67.6899,95.3761
161111,08:00,58.1694,43.0,23.6279,30.5324,,6.02639,19.3087,15.5049,53.7,57.0318
161111,16:00,41.9559,39.0,39.3843,29.0708,,4.54611,26.5753,11.2563,34.51,33.4392
161112,00:00,42.034,25.0,58.1365,33.6644,,11.2133,44.9084,19.0022,35.7041,70.346
161112,08:00,20.5546,24.0,23.1385,35.9612,,7.60361,17.3522,32.9645,29.61,76.4506
161112,16:00,30.9657,25.0,37.1813,30.8456,,16.6686,33.687,10.3113,30.94,31.733
161113,00:00,69.3872,40.0,30.5733,42.3296,,7.98972,21.0325,33.6095,57.4921,82.6982
161113,08:00,58.2846,46.0,14.9173,46.7144,,8.535,23.1648,19.7241,88.31,47.4757
161113,16:00,36.4,36.0,25.725,22.2848,,6.09194,39.1081,9.20061,33.01,30.9416
161114,00:00,56.8049,20.0,54.626,30.3236,,10.0122,35.4165,10.6036,52.4519,57.3448
161114,08:00,34.4242,41.0,28.0296,16.856,,6.37472,28.354,18.2509,51.66,27.0771
161114,16:00,76.1412,28.0,25.8507,21.4496,,6.78,23.1051,10.5206,68.87,13.2636
161115,00:00,32.9604,51.0,107.503,51.2036,,10.5019,55.481,25.3701,54.2012,13.0465
161115,08:00,44.4921,32.0,100.201,30.428,,13.3589,56.4118,33.9449,36.64,16.9422
161115,16:00,30.6978,64.0,35.4606,48.2804,26.0,10.5781,22.2891,27.1446,36.85,22.6751
161116,00:00,19.622,33.0,12.4637,30.0104,46.0,3.2175,12.8757,23.681,31.49,4.26872
161116,08:00,11.6264,10.0,32.8572,19.5704,25.0,8.59194,5.97956,7.90243,16.94,6.97346
161116,16:00,18.3203,44.0,21.1849,24.8948,14.0,6.74639,14.2969,21.2834,15.91,8.60124
161117,00:00,10.9694,22.0,93.8386,34.9172,29.0,8.24667,9.71982,22.423,24.9807,7.79152
161117,08:00,13.9156,13.0,48.3243,25.6256,22.0,8.40056,13.7201,15.1019,15.59,10.7163
161117,16:00,16.1256,33.0,30.8842,23.0156,23.0,14.0792,21.6036,18.5331,7.9,9.05629
161118,00:00,15.7418,26.0,28.4473,29.6972,38.0,6.41944,23.1334,21.6193,14.9254,5.0906
161118,08:00,19.1634,27.0,63.6888,23.9552,30.0,10.7169,23.9026,24.0186,15.41,5.7765
161118,16:00,33.74,40.0,25.4339,27.296,25.0,14.5517,16.1696,23.7714,15.1,3.28844
161119,00:00,26.0633,41.0,120.054,38.4668,32.0,6.20694,38.5158,23.6719,28.6114,5.03008
161119,08:00,10.6943,37.0,98.6111,35.4392,32.0,5.55667,27.9404,10.4177,16.44,7.47641
161119,16:00,36.9877,51.0,44.8204,35.648,39.0,13.3603,36.5262,30.9482,19.25,8.27686
161120,00:00,14.0294,15.0,8.18037,19.6748,21.0,10.235,12.8256,41.1108,32.6031,14.5953
161120,08:00,16.6485,20.0,18.2037,14.768,9.0,8.17694,23.008,8.48609,12.67,8.87858
161120,16:00,27.18,24.0,38.7411,20.1968,21.0,7.36361,15.668,12.7143,12.31,9.54183
161121,00:00,40.3217,33.0,94.6957,25.1036,10.0,15.8358,14.8905,15.7533,33.6641,7.76346
161121,08:00,30.8724,21.0,29.9605,22.076,18.0,19.2547,18.1258,21.3125,29.43,6.98181
161121,16:00,26.7429,19.0,29.8131,24.164,18.0,19.6608,15.5175,17.773,24.52,15.4041
161122,00:00,23.6517,15.0,63.1459,26.1476,8.0,15.6314,21.1103,17.0511,37.9013,27.8369
161122,08:00,25.7119,22.0,41.3319,22.9112,3.0,15.0242,18.1676,11.5952,28.24,27.913
161122,16:00,22.7563,22.0,44.3018,27.0872,19.0,16.3667,8.14647,19.3468,30.87,28.6711
161123,00:00,62.2218,34.0,78.5138,33.1424,19.0,19.7706,36.0496,17.6376,68.0242,51.6535
161123,08:00,54.5963,36.0,59.2992,33.2468,14.0,21.4183,57.376,22.8048,57.65,43.0505
161123,16:00,42.8995,38.0,60.9332,33.9776,29.0,28.1661,42.3698,28.9549,54.28,33.8569
161124,00:00,78.1391,58.0,137.282,62.3744,37.0,11.6736,82.1718,46.0067,108.159,23.7646
161124,08:00,51.3727,66.0,97.3979,54.3356,27.0,12.5639,66.8479,40.2424,64.93,12.4617
161124,16:00,53.6847,54.0,106.993,51.308,41.0,13.5397,57.2255,6.86685,30.11,7.6477
161125,00:00,32.6708,31.0,171.165,46.9232,54.0,14.6772,61.2383,50.1105,59.5711,55.9327
161125,08:00,28.5883,44.0,39.5234,37.0052,33.0,14.8803,26.8954,19.1711,42.06,14.4947
161125,16:00,25.1,36.0,43.349,40.868,10.0,14.9533,65.4936,15.6962,62.65,13.3796
161126,00:00,35.6761,45.0,64.6135,38.1536,28.0,3.6025,51.669,19.1983,69.5666,18.7351
161126,08:00,21.2759,16.0,51.8766,32.516,35.0,3.59583,26.0049,22.9025,37.1,0.78086
161126,16:00,46.5631,62.0,68.1506,43.478,28.0,5.28972,109.778,14.1395,27.05,9.786
161127,00:00,33.5972,46.0,84.4549,51.9344,37.0,4.98611,41.4022,10.6993,29.01,7.78234
161127,08:00,11.3,14.0,31.5224,25.4168,23.0,6.18833,17.4402,6.8307,17.14,3.89293
161127,16:00,12.2189,17.0,16.4561,6.938,8.0,1.76806,18.592,2.56347,9.18,4.80219
161128,00:00,6.79064,14.0,13.6461,6.8336,3.0,3.03833,16.0486,3.78914,10.3936,5.70283
161128,08:00,5.03545,4.0,8.43364,8.7128,5.0,3.50889,10.6768,4.83215,7.96,9.08815
161128,16:00,11.0629,17.0,21.1657,12.3668,10.0,3.86222,31.0734,5.64647,10.2,5.46578
161129,00:00,12.2003,36.0,14.6879,28.34,17.0,3.20611,26.9097,8.27816,13.784,12.8908
161129,08:00,14.1654,11.0,27.2991,11.636,8.0,6.88861,22.3598,6.29517,10.3,18.6299
161129,16:00,12.9098,32.0,26.5861,33.8732,7.0,14.4319,16.4437,13.2057,11.1,12.0235
161130,00:00,23.3857,25.0,39.958,45.9836,25.0,2.67167,30.0714,18.687,16.4556,7.4786
161130,08:00,20.8991,15.0,44.1828,18.3176,27.0,5.71611,32.1768,10.1371,16.76,11.2546
161130,16:00,14.8125,28.0,28.1875,44.6264,35.0,6.79611,31.1937,19.4612,20.19,16.1883
161201,00:00,11.9351,20.0,24.3509,37.9448,37.0,,37.9424,7.75079,19.5744,10.6293
161201,08:00,13.8202,11.0,19.0378,29.8016,12.0,,19.5408,6.62899,16.48,2.27581
161201,16:00,9.80414,8.0,20.5889,30.8456,20.0,9.46306,28.4312,18.8824,8.4,6.54202
161202,00:00,7.45492,3.0,15.69,28.862,44.0,3.10825,11.2112,13.1038,4.765,0.98851
161202,08:00,7.50059,1.0,5.10556,24.686,16.0,,6.98546,12.596,2.25,6.79617
161202,16:00,5.07927,6.0,21.4906,16.9604,16.0,7.76944,15.691,9.14079,8.67,5.50697
161203,00:00,8.61209,21.0,29.68,12.4712,8.0,3.2164,15.6484,8.0658,11.6645,6.20921
161203,08:00,13.464,10.0,12.9403,6.5204,8.0,10.6458,7.95559,1.86233,9.64,7.72854
161203,16:00,24.8972,35.0,26.0147,13.6196,13.0,,21.9891,9.08997,10.84,12.0599
161204,00:00,35.6392,30.0,50.8869,19.5704,12.0,,79.5895,6.86108,18.8568,23.7333
161204,08:00,26.2261,27.0,44.8572,21.4496,11.0,,74.2925,7.16787,26.0,21.0052
161204,16:00,20.126,54.0,46.0992,35.648,19.0,,51.3586,15.6393,33.04,19.2421
161205,00:00,48.651,48.0,152.003,40.1372,30.0,8.1191,137.431,18.4479,47.0164,15.3442
161205,08:00,55.7609,24.0,161.083,,37.0,,119.214,,34.99,7.22792
161205,16:00,95.7491,82.0,88.43,38.9888,21.0,5.96306,32.3936,11.3075,64.07,8.87649
161206,00:00,41.2105,52.0,51.5925,56.8412,28.0,5.93417,41.0586,15.224,51.9511,18.2002
161206,08:00,26.588,30.0,48.3147,40.2416,7.0,7.37083,47.6333,7.80013,32.98,22.1474
161206,16:00,25.7216,57.0,58.3217,26.252,1.0,6.40556,56.8888,5.62115,34.64,17.7519
161207,00:00,29.8049,58.0,45.3422,31.7852,18.0,9.72806,37.6769,8.76345,43.5139,86.847
161207,08:00,26.1166,15.0,51.0414,48.8024,57.0,10.2853,21.6576,12.2436,21.63,17.6528
161207,16:00,39.4835,42.0,44.5644,39.1976,30.0,9.285,43.8942,18.2913,,24.7641
161208,00:00,24.5098,30.0,111.406,51.5168,42.0,10.8042,23.0657,25.7333,38.07,19.3996
161208,08:00,26.3345,17.0,30.4825,26.8784,33.0,8.89889,24.5322,24.6397,22.14,9.87749
161208,16:00,28.8982,21.0,42.7086,20.8232,31.0,9.76667,41.2136,14.7577,15.7855,10.1778
161209,00:00,27.0,19.0,29.0525,24.3728,20.0,6.74917,31.9568,12.3436,16.49,13.9941
161209,08:00,18.0317,15.0,28.0397,28.1312,16.0,7.58583,31.2613,9.92286,17.61,16.1459
161209,16:00,15.2294,30.0,28.9236,30.6368,21.0,6.86611,34.7773,7.81777,29.3714,10.5459
161210,00:00,16.1931,16.0,30.6772,19.7792,5.0,4.54806,55.6377,10.165,25.19,11.4485
161210,08:00,15.3448,14.0,21.5214,18.5264,12.0,4.94,20.9356,5.87037,31.68,39.8334
161210,16:00,20.0948,22.0,25.6392,31.8896,11.0,8.40333,20.6747,4.85431,26.5929,25.5046
161211,00:00,17.4519,20.0,24.5761,26.0432,3.0,3.90944,37.9474,7.30782,25.28,20.1737
161211,08:00,20.88,15.0,25.7058,28.862,10.0,3.86611,24.2579,6.54215,24.74,8.11055
161211,16:00,5.81352,14.0,14.3353,21.9716,10.0,13.6783,12.7553,,15.8779,12.8391
161212,00:00,6.57073,5.0,10.1789,11.2184,10.0,2.87833,10.1804,,11.66,8.47234
161212,08:00,4.19466,,13.5114,8.0864,0.0,3.76917,15.8959,,12.0,3.42224
161212,16:00,14.0987,7.0,11.4842,15.7076,9.0,6.665,5.15206,2.72037,9.7625,4.33365
161213,00:00,118.805,29.0,23.9831,22.2848,32.0,10.9989,43.0865,37.2312,51.64,41.3584
161213,08:00,51.1041,54.0,77.3061,32.4116,40.0,8.38556,96.6446,15.8965,81.81,14.61
161213,16:00,62.038,77.0,56.6381,46.088,24.0,11.415,20.7457,22.4045,,15.1913
161214,00:00,23.2048,48.0,73.6247,66.0284,53.0,10.0497,18.6226,37.3591,64.23,23.7833
161214,08:00,27.9022,24.0,73.5631,39.7196,53.0,5.4625,24.3302,17.1712,39.67,28.2646
161214,16:00,22.1802,35.0,49.2766,25.1036,25.0,5.54556,75.3674,6.1686,29.2508,18.844
161215,00:00,24.8362,19.0,49.6636,15.7076,27.0,1.595,37.0074,6.70597,28.16,27.7054
161215,08:00,22.9,18.0,23.5947,17.1692,13.0,3.51333,24.3604,6.66074,11.46,15.2176
161215,16:00,17.194,31.0,24.8978,20.6144,18.0,3.22472,29.0063,8.89082,9.42194,12.5863
161216,00:00,22.3,15.0,37.0094,28.7576,170.0,7.10667,77.9982,11.809,17.21,8.74595
161216,08:00,45.9905,29.0,52.7172,61.5392,53.0,9.7275,45.5161,10.8061,18.08,17.5024
161216,16:00,72.6738,50.0,59.6664,40.7636,20.0,19.3936,84.4783,29.9238,33.6889,24.4857
161217,00:00,147.7,81.0,154.376,85.8644,28.0,14.6297,27.1749,41.353,82.46,72.0441
161217,08:00,101.74,73.0,114.164,81.3752,29.0,15.1189,34.0851,32.2349,73.29,51.9028
161217,16:00,141.4,85.0,138.983,43.7912,59.0,18.4158,41.3244,51.7237,61.8478,26.6643
161218,00:00,37.787,41.0,67.805,33.9776,73.0,8.2675,58.3873,23.2981,40.75,21.8522
161218,08:00,36.9864,22.0,34.1278,32.9336,47.0,6.66083,38.5163,19.6768,35.41,23.8797
161218,16:00,28.9095,76.0,70.9253,42.8516,49.0,17.5011,61.1451,24.7715,41.9283,23.843
161219,00:00,54.5466,16.0,88.8878,57.4676,43.0,13.2806,97.5901,35.1192,43.87,27.3328
161219,08:00,35.8123,16.0,78.2592,37.4228,20.0,5.55472,65.701,18.9123,35.39,17.9528
161219,16:00,40.2,40.0,62.4083,26.8784,49.0,7.04667,50.6979,15.6628,45.2186,19.911
161220,00:00,34.0828,26.0,71.0183,41.8076,23.0,6.42694,64.1096,9.63365,51.04,14.6939
161220,08:00,31.0969,16.0,58.5283,30.95,17.0,6.67944,56.1869,10.4173,38.9,18.3902
161220,16:00,50.3003,46.0,76.3714,51.5168,13.0,9.72278,118.054,26.6322,32.69,27.6331
161221,00:00,82.9502,69.0,106.939,25.8344,12.0,13.3322,74.913,15.1516,27.71,35.426
161221,08:00,31.6535,32.0,78.3253,31.7852,22.0,20.1722,81.9241,13.2446,72.88,35.0069
161221,16:00,32.7044,78.0,99.0928,50.3684,29.0,31.7769,25.5056,29.765,54.0369,26.329
161222,00:00,104.191,63.0,127.104,79.1828,49.0,29.8331,30.4372,41.5961,80.46,28.1977
161222,08:00,41.4922,33.0,46.4814,60.0776,69.0,17.1361,30.4596,40.6165,59.41,26.3119
161222,16:00,57.0059,83.0,78.5339,54.2312,74.0,18.8881,35.5018,46.7187,42.7678,29.8696
161223,00:00,71.8118,72.0,66.8639,81.4796,81.0,10.2414,31.265,36.8336,78.56,21.4929
161223,08:00,29.5838,42.0,46.5081,51.0992,37.0,7.79806,34.4678,26.7237,51.09,18.2228
161223,16:00,26.0835,30.0,46.7897,30.428,31.0,9.47,62.1479,14.5328,29.0931,22.1111
161224,00:00,60.5241,39.0,57.5317,44.9396,43.0,3.58528,122.629,26.8015,30.43,18.8312
161224,08:00,29.4337,47.0,56.3917,26.9828,24.0,8.60583,11.5442,16.5034,39.33,16.3988
161224,16:00,22.3032,39.0,69.0564,32.8292,45.0,9.09889,15.607,21.1199,26.5056,10.6847
161225,00:00,10.1325,10.0,25.4631,31.8896,21.0,2.9825,31.6085,17.9325,24.06,10.7241
161225,08:00,8.85428,7.0,6.21389,10.4876,19.0,4.18444,10.6682,,11.19,5.51748
161225,16:00,10.7,23.0,32.9681,22.4936,14.0,7.21944,17.5007,,14.8281,5.2703
161226,00:00,8.7,9.0,11.5558,20.1968,26.0,8.93667,22.9819,,15.09,4.79078
161226,08:00,4.61065,6.0,9.16889,12.5756,12.0,5.03417,9.72484,,5.6,5.66608
161226,16:00,11.0,,15.7408,20.3012,9.0,2.36522,18.1599,,3.40083,6.81024
161227,00:00,7.42857,,7.19472,6.416,7.0,2.67644,8.49197,,3.37,8.59186
161227,08:00,13.8843,1.0,8.58767,7.982,5.0,14.7597,6.83865,3.56873,3.73,10.5729
161227,16:00,16.4455,25.0,20.6147,7.8776,9.0,7.57222,15.691,3.06896,11.8014,10.4106
161228,00:00,14.0064,8.0,8.32633,5.9984,6.0,4.45389,11.9988,5.16741,14.34,18.7161
161228,08:00,11.6272,10.0,10.8313,6.7292,2.0,4.77346,15.7457,5.73452,11.16,13.3253
161228,16:00,15.5466,8.0,14.9633,10.8008,7.0,6.05722,19.5743,4.86201,11.0336,20.5836
161229,00:00,31.7596,16.0,14.8243,9.3392,8.0,13.7861,28.3647,8.60841,36.12,64.2572
161229,08:00,45.5068,29.0,21.1264,19.0484,10.0,18.2658,29.4532,,45.63,10.8557
161229,16:00,34.8662,46.0,31.4967,39.7196,13.0,8.67056,23.7142,25.1492,64.1092,15.0416
161230,00:00,68.4789,61.0,104.825,71.7704,39.0,8.95667,130.749,14.4193,68.85,18.4607
161230,08:00,65.3856,30.0,116.83,40.868,55.0,19.4294,104.678,17.2269,45.8,14.9965
161230,16:00,40.2379,45.0,44.5097,47.5496,41.0,10.7219,29.4467,26.9629,37.9123,12.9623
161231,00:00,111.381,65.0,177.362,59.8688,47.0,7.29583,205.718,30.2713,64.68,21.6384
161231,08:00,123.128,50.0,156.151,44.522,58.0,5.71872,97.9228,27.2083,42.47,27.9224
161231,16:00,35.7203,44.0,87.165,44.3132,40.0,19.4764,91.978,30.2145,27.0678,22.459
170101,00:00,69.1982,29.0,119.915,45.9836,43.0,7.67389,89.8412,27.2749,42.7,24.7752
